id,action,details,created_at
log_1786205191110_ylt4,Butter (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J057,2026-08-08T16:06:31.112Z
log_1786205364590_tki5,Amul Fresh Cream (Stock OUT (-)),'-0.4 packet | Manual OUT entry recorded for J058,2026-08-08T16:09:24.593Z
log_1786205441543_bp4a,Amul Fresh Cream (Delete wrong OUT),'-0.4 packet | Deleted wrong OUT entry for SKU J058,2026-08-08T16:10:41.546Z
log_1786205468072_hezf,Amul Fresh Cream (Stock OUT (-)),'-400 packet | Manual OUT entry recorded for J058,2026-08-08T16:11:08.074Z
log_1786205504471_s340,Amul Fresh Cream (Delete wrong OUT),'-400 packet | Deleted wrong OUT entry for SKU J058,2026-08-08T16:11:44.473Z
log_1786207721922_o1sn,Tissue Paper (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J108,2026-08-08T16:48:41.925Z
log_1786207760259_xcx0,Bisleri Water 1L (Stock OUT (-)),'-7 pcs | Manual OUT entry recorded for J064,2026-08-08T16:49:20.261Z
log_1786207781198_va1v,Campa Black 500ml (Stock OUT (-)),'-4 pcs | Manual OUT entry recorded for J061,2026-08-08T16:49:41.200Z
log_1786207791013_1tzt,Campa Black 500ml (Delete wrong OUT),'-4 pcs | Deleted wrong OUT entry for SKU J061,2026-08-08T16:49:51.015Z
log_1786207817934_eq2c,Campa White 500ml (Stock OUT (-)),'-4 pcs | Manual OUT entry recorded for J062,2026-08-08T16:50:17.936Z
log_1786290421949_ch2t,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-3 packet | Manual OUT entry recorded for J002,2026-08-09T15:47:01.952Z
log_1786290442425_owul,Chowmein Noodle (চাউমিন) (Stock OUT (-)),'-4 packet | Manual OUT entry recorded for J007,2026-08-09T15:47:22.427Z
log_1786290467407_jtwf,Tomato Sauce (টমেটো sos) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J008,2026-08-09T15:47:47.409Z
log_1786290484085_jyzw,Corn Flour (Stock OUT (-)),'-1 kg | Manual OUT entry recorded for J012,2026-08-09T15:48:04.088Z
log_1786290505449_2xqv,Chat Masala (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J014,2026-08-09T15:48:25.452Z
log_1786290530307_5lsl,Kashmiri Chilli Powder (Stock OUT (-)),'-2 pcs | Manual OUT entry recorded for J015,2026-08-09T15:48:50.309Z
log_1786290573947_0uhe,Jeera (Cumin Seeds) (Stock OUT (-)),'-0.3 g | Manual OUT entry recorded for J019,2026-08-09T15:49:33.950Z
log_1786290622165_3yhg,Attar / Essence (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J023,2026-08-09T15:50:22.167Z
log_1786290675267_2v3g,Dry Chilli (Stock OUT (-)),'-0.2 g | Manual OUT entry recorded for J027,2026-08-09T15:51:15.269Z
log_1786290755693_xouk,Black Pepper (Gol Morich) (Stock OUT (-)),'-0.15 g | Manual OUT entry recorded for J041,2026-08-09T15:52:35.695Z
log_1786290808486_kkcd,Pure Ghee (Stock OUT (-)),'-1 box | Manual OUT entry recorded for J042,2026-08-09T15:53:28.489Z
log_1786290885520_z3bd,Ajinomoto (Ajina) (Stock OUT (-)),'-1 kg | Manual OUT entry recorded for J016,2026-08-09T15:54:45.523Z
log_1786290957474_pq1r,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-09T15:55:57.477Z
log_1786290974912_39l6,Dahi (দই / Curd) (Stock OUT (-)),'-2 kg | Manual OUT entry recorded for J055,2026-08-09T15:56:14.914Z
log_1786291004316_tbkc,Paneer (পনির) (Stock OUT (-)),'-0.25 g | Manual OUT entry recorded for J056,2026-08-09T15:56:44.318Z
log_1786291039660_75k4,Butter (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J057,2026-08-09T15:57:19.663Z
log_1786291076578_d7pv,Potato (আলু) (Stock OUT (-)),'-2 kg | Manual OUT entry recorded for J075,2026-08-09T15:57:56.579Z
log_1786291254080_nvzd,Onion (পেঁয়াজ) (Stock OUT (-)),'-3300 kg | Manual OUT entry recorded for J076,2026-08-09T16:00:54.082Z
log_1786291388812_gw9r,Capsicum (Stock OUT (-)),'-0.7 kg | Manual OUT entry recorded for J079,2026-08-09T16:03:08.814Z
log_1786291434672_y5hy,Carrot (Stock OUT (-)),'-0.7 kg | Manual OUT entry recorded for J080,2026-08-09T16:03:54.674Z
log_1786291461353_g669,Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-)),'-0.35 kg | Manual OUT entry recorded for J082,2026-08-09T16:04:21.355Z
log_1786291535810_ww87,Tomato (টমেটো) (Stock OUT (-)),'-0.85 kg | Manual OUT entry recorded for J083,2026-08-09T16:05:35.812Z
log_1786291596256_2pvq,Cabbage (বাঁধাকপি) (Stock OUT (-)),'-1.5 kg | Manual OUT entry recorded for J084,2026-08-09T16:06:36.258Z
log_1786291606012_v7i3,Onion (পেঁয়াজ) (Delete wrong OUT),'-3300 kg | Deleted wrong OUT entry for SKU J076,2026-08-09T16:06:46.014Z
log_1786291623881_eqid,Onion (পেঁয়াজ) (Stock OUT (-)),'-3.3 kg | Manual OUT entry recorded for J076,2026-08-09T16:07:03.883Z
log_1786291655115_gmda,Dhania Pata (Coriander) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J086,2026-08-09T16:07:35.118Z
log_1786291677495_khvj,Cucumber (শসা) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J088,2026-08-09T16:07:57.498Z
log_1786291702673_4x40,9x12 SP Pouch (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J117,2026-08-09T16:08:22.676Z
log_1786291738887_vuob,1000ml Container (Stock OUT (-)),'-50 pcs | Manual OUT entry recorded for J104,2026-08-09T16:08:58.889Z
log_1786291769213_w0r0,Tissue Paper (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J108,2026-08-09T16:09:29.215Z
log_1786291795903_ffre,Milk (দুধ) (Stock IN (+)),'+2 packet | Manual IN entry recorded for J054,2026-08-09T16:09:55.905Z
log_1786291805824_wnzw,Dahi (দই / Curd) (Stock IN (+)),'+5 kg | Manual IN entry recorded for J055,2026-08-09T16:10:05.826Z
log_1786291822921_m70j,Paneer (পনির) (Stock IN (+)),'+0.5 g | Manual IN entry recorded for J056,2026-08-09T16:10:22.923Z
log_1786291841072_aqkr,Amul Fresh Cream (Stock IN (+)),'+5 packet | Manual IN entry recorded for J058,2026-08-09T16:10:41.074Z
log_1786291892277_mhdn,Potato (আলু) (Stock IN (+)),'+50 kg | Manual IN entry recorded for J075,2026-08-09T16:11:32.279Z
log_1786291910321_tvxe,Onion (পেঁয়াজ) (Stock IN (+)),'+50 kg | Manual IN entry recorded for J076,2026-08-09T16:11:50.323Z
log_1786292005255_stc8,Bisleri Water 1L (Stock IN (+)),'+120 pcs | Manual IN entry recorded for J064,2026-08-09T16:13:25.257Z
log_1786292670271_hs13,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J002,2026-08-09T16:24:30.274Z
log_1786297649902_3jh1,Bisleri Water 1L (Stock OUT (-)),'-11 pcs | Manual OUT entry recorded for J064,2026-08-09T17:47:29.904Z
log_1786297674048_kqrh,Bisleri Water 500ml (Stock OUT (-)),'-2 pcs | Manual OUT entry recorded for J067,2026-08-09T17:47:54.050Z
log_1786297693071_flcq,Bisleri Water 1L (Stock OUT (-)),'-2 pcs | Manual OUT entry recorded for J064,2026-08-09T17:48:13.072Z
log_1786297714761_9h06,Campa Black 500ml (Stock OUT (-)),'-5 pcs | Manual OUT entry recorded for J061,2026-08-09T17:48:34.763Z
log_1786377715778_hyfr,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J002,2026-08-10T16:01:55.781Z
log_1786377753383_zef4,Tomato Sauce (টমেটো sos) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J008,2026-08-10T16:02:33.385Z
log_1786377776555_meau,Kasuri Methi (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J013,2026-08-10T16:02:56.557Z
log_1786377801635_kz5r,Kabuli Chana (Stock OUT (-)),'-0.7 g | Manual OUT entry recorded for J021,2026-08-10T16:03:21.637Z
log_1786377825657_2jfn,Chilli Powder (Stock OUT (-)),'-4 packet | Manual OUT entry recorded for J017,2026-08-10T16:03:45.660Z
log_1786377863976_q3cl,Sugar (Stock OUT (-)),'-1.5 g | Manual OUT entry recorded for J029,2026-08-10T16:04:23.978Z
log_1786377908645_3pka,Dalchini (Cinnamon) (Stock OUT (-)),'-0.2 g | Manual OUT entry recorded for J037,2026-08-10T16:05:08.647Z
log_1786377926119_zkf1,Starful (Star Anise) (Stock OUT (-)),'-0.18 g | Manual OUT entry recorded for J038,2026-08-10T16:05:26.121Z
log_1786378000975_d0e1,Dahi (দই / Curd) (Stock OUT (-)),'-5 kg | Manual OUT entry recorded for J055,2026-08-10T16:06:40.977Z
log_1786378044675_0nd7,Potato (আলু) (Stock OUT (-)),'-3 kg | Manual OUT entry recorded for J075,2026-08-10T16:07:24.677Z
log_1786378065578_v04y,Onion (পেঁয়াজ) (Stock OUT (-)),'-10 kg | Manual OUT entry recorded for J076,2026-08-10T16:07:45.581Z
log_1786378095929_95cq,Capsicum (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J079,2026-08-10T16:08:15.930Z
log_1786378158546_sk7m,Carrot (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J080,2026-08-10T16:09:18.548Z
log_1786378184732_3ckf,Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-)),'-0.2 kg | Manual OUT entry recorded for J082,2026-08-10T16:09:44.734Z
log_1786378208912_8vx2,Tomato (টমেটো) (Stock OUT (-)),'-0.3 kg | Manual OUT entry recorded for J083,2026-08-10T16:10:08.915Z
log_1786378229216_2f8s,Cabbage (বাঁধাকপি) (Stock OUT (-)),'-1 kg | Manual OUT entry recorded for J084,2026-08-10T16:10:29.219Z
log_1786378256360_9vmu,Dhania Pata (Coriander) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J086,2026-08-10T16:10:56.361Z
log_1786378317668_8tfl,Cucumber (শসা) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J088,2026-08-10T16:11:57.671Z
log_1786378339394_63ad,13x16 Carry Bag (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J112,2026-08-10T16:12:19.396Z
log_1786378363476_zo01,Tissue Paper (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J108,2026-08-10T16:12:43.477Z
log_1786378387144_i7rc,Egg (ডিম) (Stock IN (+)),'+7 packet | Manual IN entry recorded for J052,2026-08-10T16:13:07.146Z
log_1786378448716_pcd9,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-10T16:14:08.719Z
log_1786381525527_26au,Amul Fresh Cream (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J058,2026-08-10T17:05:25.541Z
log_1786383810067_wirm,Maida (মাইদা) (Stock OUT (-)),'-4 kg | Manual OUT entry recorded for J005,2026-08-10T17:43:30.070Z
log_1786385281530_76eg,Campa Black 500ml (Stock OUT (-)),'-4 pcs | Manual OUT entry recorded for J061,2026-08-10T18:08:01.533Z
log_1786385314535_vcqw,Bisleri Water 1L (Stock OUT (-)),'-7 pcs | Manual OUT entry recorded for J064,2026-08-10T18:08:34.537Z
log_1786385345629_g63j,Bisleri Water 500ml (Stock OUT (-)),'-3 pcs | Manual OUT entry recorded for J067,2026-08-10T18:09:05.632Z
log_1786428945555_424v,Dhania Pata (Coriander) (Stock OUT (-)),'-9 kg | Manual OUT entry recorded for J086,2026-08-11T06:15:45.565Z
log_1786429049191_hcyl,Mustard Oil (মাস্টার অয়েল) (Stock IN (+)),'+1 L | Manual IN entry recorded for J004,2026-08-11T06:17:29.202Z
log_1786429174397_ld4v,Ajinomoto (Ajina) (Stock IN (+)),'+4 kg | Manual IN entry recorded for J016,2026-08-11T06:19:34.402Z
log_1786429366238_449j,Dahi (দই / Curd) (Stock OUT (-)),'-3 kg | Manual OUT entry recorded for J055,2026-08-11T06:22:46.249Z
log_1786458201842_3cvw,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J002,2026-08-11T14:23:21.845Z
log_1786458397017_ie7m,Tomato Sauce (টমেটো sos) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J008,2026-08-11T14:26:37.019Z
log_1786458465757_oteo,Chili Sauce (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J009,2026-08-11T14:27:45.758Z
log_1786458477875_mhxc,Soy Sauce (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J010,2026-08-11T14:27:57.877Z
log_1786458492121_arba,Vinegar (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J011,2026-08-11T14:28:12.123Z
log_1786458518623_pyg6,Kasuri Methi (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J013,2026-08-11T14:28:38.624Z
log_1786458534123_18aj,Ajinomoto (Ajina) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J016,2026-08-11T14:28:54.125Z
log_1786458551622_30mm,Chat Masala (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J014,2026-08-11T14:29:11.625Z
log_1786458577279_n8gn,Chilli Powder (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J017,2026-08-11T14:29:37.280Z
log_1786458655347_hknh,Dhania (Coriander Seeds) (Stock OUT (-)),'-0.1 g | Manual OUT entry recorded for J051,2026-08-11T14:30:55.349Z
log_1786458689742_pl4u,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-11T14:31:29.745Z
log_1786458708506_8lpe,Dahi (দই / Curd) (Stock OUT (-)),'-4 kg | Manual OUT entry recorded for J055,2026-08-11T14:31:48.509Z
log_1786458724406_qnpx,Butter (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J057,2026-08-11T14:32:04.409Z
log_1786458741600_293c,Amul Fresh Cream (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J058,2026-08-11T14:32:21.603Z
log_1786458816865_3kxu,Potato (আলু) (Stock OUT (-)),'-3.5 kg | Manual OUT entry recorded for J075,2026-08-11T14:33:36.867Z
log_1786458839206_32pj,Onion (পেঁয়াজ) (Stock OUT (-)),'-2.5 kg | Manual OUT entry recorded for J076,2026-08-11T14:33:59.209Z
log_1786458863382_qndv,Capsicum (Stock OUT (-)),'-0.7 kg | Manual OUT entry recorded for J079,2026-08-11T14:34:23.385Z
log_1786458887681_ljn2,Carrot (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J080,2026-08-11T14:34:47.684Z
log_1786458916942_0yiq,Beans (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J081,2026-08-11T14:35:16.944Z
log_1786458939877_542s,Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-)),'-0.25 kg | Manual OUT entry recorded for J082,2026-08-11T14:35:39.879Z
log_1786458965971_zp4v,Tomato (টমেটো) (Stock OUT (-)),'-1 kg | Manual OUT entry recorded for J083,2026-08-11T14:36:05.974Z
log_1786459003880_siae,Cabbage (বাঁধাকপি) (Stock OUT (-)),'-1.2 kg | Manual OUT entry recorded for J084,2026-08-11T14:36:43.882Z
log_1786459026544_qkjz,Dhania Pata (Coriander) (Stock OUT (-)),'-0.3 kg | Manual OUT entry recorded for J086,2026-08-11T14:37:06.546Z
log_1786459048110_jq8m,Cucumber (শসা) (Stock OUT (-)),'-0.6 kg | Manual OUT entry recorded for J088,2026-08-11T14:37:28.113Z
log_1786459071380_7cwr,Tissue Paper (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J108,2026-08-11T14:37:51.383Z
log_1786459088672_e3dq,7x9 SP Pouch (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J116,2026-08-11T14:38:08.674Z
log_1786459103370_g85z,6x8 SP Pouch (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J118,2026-08-11T14:38:23.372Z
log_1786459118464_lkxy,16x20 Carry Bag (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J111,2026-08-11T14:38:38.466Z
log_1786459147250_4d2o,1000ml Container (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J104,2026-08-11T14:39:07.252Z
log_1786459186258_dkl6,Milk (দুধ) (Stock IN (+)),'+2 packet | Manual IN entry recorded for J054,2026-08-11T14:39:46.261Z
log_1786459199983_8y39,Dahi (দই / Curd) (Stock IN (+)),'+8 kg | Manual IN entry recorded for J055,2026-08-11T14:39:59.985Z
log_1786459223902_1leu,Tomato (টমেটো) (Stock IN (+)),'+2 kg | Manual IN entry recorded for J083,2026-08-11T14:40:23.904Z
log_1786459246308_6eah,Dhania Pata (Coriander) (Stock IN (+)),'+0.3 kg | Manual IN entry recorded for J086,2026-08-11T14:40:46.310Z
log_1786460653321_m0eb,Cucumber (শসা) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J088,2026-08-11T15:04:13.323Z
log_1786460681170_j8em,Carrot (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J080,2026-08-11T15:04:41.172Z
log_1786462603094_bq27,13x16 Carry Bag (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J112,2026-08-11T15:36:43.096Z
log_1786463969659_vuhj,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-11T15:59:29.662Z
log_1786468209071_ken1,Refined Oil (রেফাইন্ড অয়েল) (Stock OUT (-)),'-1 L | Manual OUT entry recorded for J003,2026-08-11T17:10:09.073Z
log_1786549593609_wd77,Rice (রাইস) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J001,2026-08-12T15:46:33.612Z
log_1786549778868_t5uo,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-8 packet | Manual OUT entry recorded for J002,2026-08-12T15:49:38.870Z
log_1786549832864_29w3,Mustard Oil (মাস্টার অয়েল) (Stock OUT (-)),'-1 L | Manual OUT entry recorded for J004,2026-08-12T15:50:32.866Z
log_1786549872278_nmrh,Chowmein Noodle (চাউমিন) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J007,2026-08-12T15:51:12.280Z
log_1786549902970_gnyc,Kasuri Methi (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J013,2026-08-12T15:51:42.972Z
log_1786549942756_1gv0,Chilli Powder (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J017,2026-08-12T15:52:22.758Z
log_1786549955810_3k54,Haldi (Turmeric Powder) (Stock OUT (-)),'-4 packet | Manual OUT entry recorded for J018,2026-08-12T15:52:35.812Z
log_1786550001331_y7rw,Elachi (Cardamom) (Stock OUT (-)),'-0.1 g | Manual OUT entry recorded for J034,2026-08-12T15:53:21.333Z
log_1786550026361_rxo5,Long (Cloves) (Stock OUT (-)),'-0.1 g | Manual OUT entry recorded for J035,2026-08-12T15:53:46.363Z
log_1786550127583_kka9,Black Pepper (Gol Morich) (Stock OUT (-)),'-0.2 g | Manual OUT entry recorded for J041,2026-08-12T15:55:27.585Z
log_1786550154018_8a6o,Vim Soap / Bar (Bhim Srap) (Stock OUT (-)),'-3 pcs | Manual OUT entry recorded for J124,2026-08-12T15:55:54.020Z
log_1786550200344_7gsr,Milk (দুধ) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J054,2026-08-12T15:56:40.346Z
log_1786550225955_of5w,Dahi (দই / Curd) (Stock OUT (-)),'-9 kg | Manual OUT entry recorded for J055,2026-08-12T15:57:05.957Z
log_1786550309409_63e9,Butter (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J057,2026-08-12T15:58:29.411Z
log_1786550340079_svag,Amul Fresh Cream (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J058,2026-08-12T15:59:00.081Z
log_1786550437897_460y,Potato (আলু) (Stock OUT (-)),'-2.5 kg | Manual OUT entry recorded for J075,2026-08-12T16:00:37.899Z
log_1786550470763_wva8,Onion (পেঁয়াজ) (Stock OUT (-)),'-4.5 kg | Manual OUT entry recorded for J076,2026-08-12T16:01:10.766Z
log_1786550510816_gymb,Capsicum (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J079,2026-08-12T16:01:50.818Z
log_1786550533678_z7gj,Carrot (Stock OUT (-)),'-0.6 kg | Manual OUT entry recorded for J080,2026-08-12T16:02:13.681Z
log_1786550560973_0e76,Green Chilli (কাঁচা লঙ্কা) (Stock OUT (-)),'-0.4 kg | Manual OUT entry recorded for J082,2026-08-12T16:02:40.976Z
log_1786550580492_auc1,Tomato (টমেটো) (Stock OUT (-)),'-0.8 kg | Manual OUT entry recorded for J083,2026-08-12T16:03:00.495Z
log_1786550617587_hf60,Cabbage (বাঁধাকপি) (Stock OUT (-)),'-2 kg | Manual OUT entry recorded for J084,2026-08-12T16:03:37.589Z
log_1786550640813_25p4,Dhania Pata (Coriander) (Stock OUT (-)),'-0.4 kg | Manual OUT entry recorded for J086,2026-08-12T16:04:00.815Z
log_1786550667849_pe4k,Cucumber (শসা) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J088,2026-08-12T16:04:27.852Z
log_1786550730851_qe2s,13x16 Carry Bag (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J112,2026-08-12T16:05:30.853Z
log_1786550753985_xqzh,Chatni Box (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J110,2026-08-12T16:05:53.987Z
log_1786550785861_mw8q,Tissue Paper (Stock OUT (-)),'-3 packet | Manual OUT entry recorded for J108,2026-08-12T16:06:25.864Z
log_1786550834343_f4e6,Rice (রাইস) (Stock IN (+)),'+1 packet | Manual IN entry recorded for J001,2026-08-12T16:07:14.344Z
log_1786550852209_927x,Milk (দুধ) (Stock IN (+)),'+2 packet | Manual IN entry recorded for J054,2026-08-12T16:07:32.211Z
log_1786550872712_9wcq,Dahi (দই / Curd) (Stock IN (+)),'+5 kg | Manual IN entry recorded for J055,2026-08-12T16:07:52.714Z
log_1786550891135_p503,Butter (Stock IN (+)),'+4 packet | Manual IN entry recorded for J057,2026-08-12T16:08:11.137Z
log_1786550911118_7x4y,Ginger (আদা) (Stock IN (+)),'+3 kg | Manual IN entry recorded for J077,2026-08-12T16:08:31.119Z
log_1786550923603_a9yu,Garlic (রসুন) (Stock IN (+)),'+3 kg | Manual IN entry recorded for J078,2026-08-12T16:08:43.606Z
log_1786550955441_jtuq,Dhania Pata (Coriander) (Stock IN (+)),'+2 kg | Manual IN entry recorded for J086,2026-08-12T16:09:15.443Z
log_1786550977904_d809,Chatni Box (Stock IN (+)),'+10 packet | Manual IN entry recorded for J110,2026-08-12T16:09:37.907Z
log_1786552375589_6bll,Papad (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J046,2026-08-12T16:32:55.591Z
log_1786634984959_k8n8,Palm Oil (পাম অয়েল) (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J002,2026-08-13T15:29:44.963Z
log_1786635000269_96ai,Refined Oil (রেফাইন্ড অয়েল) (Stock OUT (-)),'-1 L | Manual OUT entry recorded for J003,2026-08-13T15:30:00.271Z
log_1786635057893_br3o,Maida (মাইদা) (Stock OUT (-)),'-4 kg | Manual OUT entry recorded for J005,2026-08-13T15:30:57.895Z
log_1786635076653_yyiw,Atta (আটা) (Stock OUT (-)),'-5 kg | Manual OUT entry recorded for J006,2026-08-13T15:31:16.655Z
log_1786635109021_a43f,Tomato Sauce (টমেটো sos) (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J008,2026-08-13T15:31:49.023Z
log_1786635124509_58k1,Vinegar (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J011,2026-08-13T15:32:04.510Z
log_1786635791767_eww8,Kasuri Methi (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J013,2026-08-13T15:43:11.769Z
log_1786635804950_lgy5,Chat Masala (Stock OUT (-)),'-2 packet | Manual OUT entry recorded for J014,2026-08-13T15:43:24.952Z
log_1786635816191_76ds,Kashmiri Chilli Powder (Stock OUT (-)),'-2 pcs | Manual OUT entry recorded for J015,2026-08-13T15:43:36.193Z
log_1786635841921_lwgh,Chilli Powder (Stock OUT (-)),'-5 packet | Manual OUT entry recorded for J017,2026-08-13T15:44:01.925Z
log_1786635873478_rsek,Red Food Color (Stock OUT (-)),'-1 box | Manual OUT entry recorded for J024,2026-08-13T15:44:33.481Z
log_1786636120350_ia3r,Vim Soap / Bar (Bhim Srap) (Stock OUT (-)),'-2 pcs | Manual OUT entry recorded for J124,2026-08-13T15:48:40.353Z
log_1786636188351_bgsi,Dahi (দই / Curd) (Stock OUT (-)),'-3 kg | Manual OUT entry recorded for J055,2026-08-13T15:49:48.353Z
log_1786636209934_z92z,Butter (Stock OUT (-)),'-1 packet | Manual OUT entry recorded for J057,2026-08-13T15:50:09.936Z
log_1786636233303_cwub,1000ml Container (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J104,2026-08-13T15:50:33.305Z
log_1786636254462_lpsl,750ml Container (Stock OUT (-)),'-1 pcs | Manual OUT entry recorded for J106,2026-08-13T15:50:54.464Z
log_1786636277678_zuhv,Dahi (দই / Curd) (Stock IN (+)),'+5 kg | Manual IN entry recorded for J055,2026-08-13T15:51:17.681Z
log_1786636299190_hfeq,Potato (আলু) (Stock OUT (-)),'-4.5 kg | Manual OUT entry recorded for J075,2026-08-13T15:51:39.192Z
log_1786636345167_7ssy,Onion (পেঁয়াজ) (Stock OUT (-)),'-5 kg | Manual OUT entry recorded for J076,2026-08-13T15:52:25.169Z
log_1786636363943_qx8y,Ginger (আদা) (Stock OUT (-)),'-3 kg | Manual OUT entry recorded for J077,2026-08-13T15:52:43.945Z
log_1786636381430_zneu,Garlic (রসুন) (Stock OUT (-)),'-2.5 kg | Manual OUT entry recorded for J078,2026-08-13T15:53:01.433Z
log_1786636410319_h05r,Capsicum (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J079,2026-08-13T15:53:30.321Z
log_1786636550199_vhq0,Carrot (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J080,2026-08-13T15:55:50.201Z
log_1786636570407_mgw6,Tomato (টমেটো) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J083,2026-08-13T15:56:10.410Z
log_1786636600703_i821,Dhania Pata (Coriander) (Stock OUT (-)),'-0.5 kg | Manual OUT entry recorded for J086,2026-08-13T15:56:40.705Z
log_1786636616775_hi3f,Cucumber (শসা) (Stock OUT (-)),'-0.4 kg | Manual OUT entry recorded for J088,2026-08-13T15:56:56.777Z
log_1786642341597_8tut,Campa Black 500ml (Stock OUT (-)),'-9 pcs | Manual OUT entry recorded for J061,2026-08-13T17:32:21.600Z
log_1786642359045_xo17,Bisleri Water 1L (Stock OUT (-)),'-21 pcs | Manual OUT entry recorded for J064,2026-08-13T17:32:39.048Z
log_1786642380765_fxc0,Bisleri Water 500ml (Stock OUT (-)),'-4 pcs | Manual OUT entry recorded for J067,2026-08-13T17:33:00.767Z
log_1786642394437_pixz,Dahi (দই / Curd) (Stock IN (+)),'+3 kg | Manual IN entry recorded for J055,2026-08-13T17:33:14.439Z
log_1786686647662_hnhk,Lemon (লেবু) (Stock OUT (-)),'-50 pcs | Manual OUT entry recorded for J085,2026-08-14T05:50:47.667Z
log_1786686672239_yze4,Lemon (লেবু) (Stock IN (+)),'+16 pcs | Manual IN entry recorded for J085,2026-08-14T05:51:12.244Z
log_1786686685219_34l2,Lemon (লেবু) (Stock OUT (-)),'-6 pcs | Manual OUT entry recorded for J085,2026-08-14T05:51:25.223Z
